row,id.prj,id.expt,id.run,name,desc,loading,rt.pct,rt,width,slice,annot,apex,apex.n,bpi,bpi.n,err,err.n,i2nd,i2nd.n,ions,ions.n,mass,mass.n,mz,mz.n,n2nd,n2nd.n,ntt,ntt.n,pkw,pkw.n,ppm,ppm.n,scans,scans.n,tic,tic.n,uncleaved,uncleaved.n,vote,vote.n,z,z.n
71687_0,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",0.0,0.0,5.00,mw,true,6286.44,35,81.67,35,3.84,35,47.58,35,58.60,35,1206.68,35,594.01,35,0.06,35,0,35,0.29,35,-2.68,35,1,35,663.46,35,1,1,3.20,35,2.03,35
71687_0,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",0.0,0.0,5.00,mw,false,4057.90,103,103.35,135,,,NaN,135,55.83,135,2243.94,135,784.68,135,1.23,135,,,0.33,103,,,1.04,135,689.33,135,,,,,2.79,135
71687_0,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",0.0,0.0,2.20,slot,true,8159.76,19,111.64,19,3.31,19,42.41,19,71.63,19,1235.09,19,599.52,19,0.32,19,0,19,0.23,19,-1.57,19,1,19,904.37,19,,,3.58,19,2.05,19
71687_0,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",0.0,0.0,2.20,slot,false,5995.73,48,126.10,65,,,50.00,65,65.25,65,2210.37,65,796.93,65,1.11,65,,,0.26,48,,,1.02,65,850.77,65,,,,,2.69,65
71687_2,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",2.0,2.2,5.00,mw,true,38450.92,73,714.63,77,2.04,77,44.72,77,116.32,77,1220.55,77,565.69,77,0.25,77,0,77,0.21,73,-1.99,77,1,77,3598.62,77,1,7,3.91,77,2.17,77
71687_2,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",2.0,2.2,5.00,mw,false,16334.62,207,225.71,254,,,NaN,254,71.27,254,2023.00,254,748.19,254,1.20,254,,,0.25,207,,,1.03,254,1175.30,254,,,,,2.66,254
71687_2,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",2.0,2.2,2.20,slot,true,49108.92,54,912.16,58,1.62,58,45.48,58,130.97,58,1215.79,58,554.61,58,0.22,58,0,58,0.21,54,-2.13,58,1,58,4481.22,58,1,7,4.02,58,2.21,58
71687_2,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",2.0,2.2,2.20,slot,false,21447.23,143,289.66,167,,,NaN,167,78.84,167,1869.34,167,688.56,167,1.01,167,,,0.24,143,,,1.04,167,1424.74,167,,,,,2.68,167
71687_4,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",4.0,4.4,5.00,mw,true,56041.13,47,1037.48,51,1.23,51,40.02,51,146,51,1194.01,51,536.27,51,0.31,51,0,51,0.19,47,-1.52,51,1,51,5077.67,51,1,6,4.29,51,2.24,51
71687_4,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",4.0,4.4,5.00,mw,false,20133.32,153,263.24,183,,,NaN,183,73.28,183,1957.77,183,763.11,183,1.12,183,,,0.24,153,,,1.03,183,1291.49,183,,,,,2.56,183
71687_4,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",4.0,4.4,2.20,slot,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71687_4,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",4.0,4.4,2.20,slot,false,1862.76,26,40.02,38,,,69.09,38,32.45,38,2771.18,38,1025.57,38,2.50,38,,,0.35,26,,,1,38,265.21,38,,,,,2.63,38
71687_6,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",6.0,6.6,5.00,mw,true,468042.45,60,2044.38,62,1.08,62,28.57,62,183.21,62,1175.78,62,551.60,62,0.58,62,0,62,0.21,60,-1.63,62,1.10,62,8169.34,62,1,8,4.56,62,2.15,62
71687_6,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",6.0,6.6,5.00,mw,false,80869.31,269,636.00,293,,,36.88,293,107.13,293,2112.37,293,780.33,293,1.03,293,,,0.24,269,,,1.01,293,3336.56,293,,,,,2.65,293
71687_6,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",6.0,6.6,2.20,slot,true,7892.71,8,134.54,8,1.63,8,9.77,8,71.25,8,985.82,8,493.92,8,0.25,8,0,8,0.35,8,-2.44,8,1,8,743,8,1,2,3.88,8,2,8
71687_6,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",6.0,6.6,2.20,slot,false,3246.78,39,78.82,47,,,64.60,47,50.62,47,1852.46,47,824.03,47,1,47,,,0.34,39,,,1,47,508.06,47,,,,,2.23,47
71687_8,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",8.0,8.8,5.00,mw,true,8303030.45,390,29831.74,397,0.68,397,30.31,397,416.52,397,1411.15,397,635.47,397,1.29,397,0,397,0.16,390,-1.76,397,1.05,397,171880.37,397,1.18,129,4.93,397,2.25,397
71687_8,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",8.0,8.8,5.00,mw,false,2712585.19,670,10283.42,697,,,29.10,697,208.33,697,1690.85,697,649.34,697,1.32,697,,,0.19,670,,,1.03,697,43216.48,697,,,,,2.58,697
71687_8,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",8.0,8.8,2.20,slot,true,6396730.92,184,34742.32,186,0.57,186,34.93,186,398,186,1393.27,186,624.26,186,1.23,186,0,186,0.15,184,-1.39,186,1.06,186,197535.04,186,1.04,55,4.95,186,2.27,186
71687_8,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",8.0,8.8,2.20,slot,false,1485097.10,335,9296.98,345,,,26.96,345,187.37,345,1872.33,345,691.80,345,1.14,345,,,0.18,335,,,1.02,345,32760.31,345,,,,,2.68,345
71687_10,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",10.0,11.0,5.00,mw,true,9090728.60,522,30402.49,553,0.83,553,31.79,553,456.28,553,1493.08,553,658.56,553,1.40,553,0,553,0.17,522,-1.73,553,1.04,553,173121.88,553,1.23,177,4.86,553,2.29,553
71687_10,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",10.0,11.0,5.00,mw,false,2967193.73,953,12691.38,1011,,,29.12,1011,236.11,1011,1662.91,1011,619.29,1011,1.48,1011,,,0.21,953,,,1.04,1011,51996.21,1011,,,,,2.66,1011
71687_10,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",10.0,11.0,2.20,slot,true,9503021.46,257,27744.45,269,0.90,269,29.40,269,446.90,269,1487.75,269,651.66,269,1.35,269,0,269,0.17,257,-1.96,269,1.04,269,160534.35,269,1.37,94,4.82,269,2.30,269
71687_10,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",10.0,11.0,2.20,slot,false,3645565.76,462,17295.60,483,,,29.24,483,243.53,483,1597.71,483,604.46,483,1.45,483,,,0.21,462,,,1.05,483,70497.72,483,,,,,2.61,483
71687_12,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",12.0,13.2,5.00,mw,true,6017153.44,411,19934.87,468,1.33,468,33.50,468,485.83,468,1559.62,468,673.80,468,1.47,468,0,468,0.22,411,-1.73,468,1.03,468,120353.92,468,1.17,138,4.60,468,2.33,468
71687_12,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",12.0,13.2,5.00,mw,false,1951889.81,884,7816.90,980,,,30.26,980,271.08,980,1789.78,980,621.42,980,1.63,980,,,0.25,884,,,1.07,980,37607.82,980,,,,,2.79,980
71687_12,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",12.0,13.2,2.20,slot,true,7803459.95,167,20510.03,196,1.47,196,34.45,196,484.38,196,1552.14,196,683.30,196,1.46,196,0,196,0.22,167,-2.02,196,1.06,196,122045.36,196,1.09,45,4.58,196,2.28,196
71687_12,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",12.0,13.2,2.20,slot,false,2158790.96,376,3787.44,424,,,29.55,424,261.77,424,1928.02,424,631.19,424,1.58,424,,,0.26,376,,,1.08,424,23308.88,424,,,,,2.91,424
71687_14,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",14.0,15.4,5.00,mw,true,5025569.79,357,16117.56,412,2.00,412,31.94,412,494.99,412,1511.62,412,677.41,412,1.72,412,0,412,0.24,357,-1.50,412,1.05,412,98132.95,412,1.04,83,4.53,412,2.24,412
71687_14,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",14.0,15.4,5.00,mw,false,1307007.98,869,2038.46,950,,,29.08,950,258.75,950,2022.20,950,653.82,950,1.83,950,,,0.28,869,,,1.05,950,16352.22,950,,,,,2.89,950
71687_14,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",14.0,15.4,2.20,slot,true,2932699.67,155,11625.41,180,1.60,180,31.82,180,520.03,180,1602.56,180,702.70,180,1.60,180,0,180,0.25,155,-0.91,180,1.02,180,71975.41,180,1.02,46,4.64,180,2.30,180
71687_14,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",14.0,15.4,2.20,slot,false,1100807.05,362,2230.24,401,,,30.11,401,285.34,401,1865.14,401,629.29,401,1.98,401,,,0.28,362,,,1.05,401,21108.29,401,,,,,2.84,401
71687_16,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",16.0,17.6,5.00,mw,true,4191059.53,330,16669.65,369,1.43,369,29.00,369,478.16,369,1510.17,369,682.34,369,1.76,369,0,369,0.25,330,-1.25,369,1.04,369,91796.01,369,1,47,4.75,369,2.21,369
71687_16,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",16.0,17.6,5.00,mw,false,1235768.81,892,3036.85,971,,,29.34,971,226.14,971,2084.59,971,677.48,971,1.85,971,,,0.29,892,,,1.05,971,16725.76,971,,,,,2.84,971
71687_16,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",16.0,17.6,2.20,slot,true,4316918.95,157,17428.22,174,1.82,174,25.48,174,445.24,174,1414.18,174,647.17,174,1.90,174,0,174,0.23,157,-1.27,174,1.04,174,79145.44,174,1,22,4.67,174,2.20,174
71687_16,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",16.0,17.6,2.20,slot,false,1446292.10,419,1665.85,448,,,28.76,448,212.77,448,2068.18,448,679.02,448,1.88,448,,,0.28,419,,,1.04,448,9554.48,448,,,,,2.77,448
71687_18,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",18.0,19.8,5.00,mw,true,4901222.39,276,23021.59,311,0.82,311,31.80,311,485.93,311,1589.59,311,697.75,311,1.55,311,0,311,0.27,276,-1.60,311,1.07,311,120692.93,311,1.10,48,4.96,311,2.28,311
71687_18,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",18.0,19.8,5.00,mw,false,1056442.17,848,3516.16,942,,,31.48,942,245.72,942,1960.19,942,665.35,942,1.86,942,,,0.29,848,,,1.06,942,21175.45,942,,,,,2.77,942
71687_18,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",18.0,19.8,2.20,slot,true,6281337.14,116,24949.92,131,0.43,131,30.72,131,497.15,131,1658.40,131,706.85,131,1.56,131,0,131,0.27,116,-1.88,131,1.05,131,150912.50,131,1.24,21,5.04,131,2.34,131
71687_18,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",18.0,19.8,2.20,slot,false,846633.32,363,4608.92,410,,,31.92,410,232.08,410,2056.18,410,668.40,410,1.81,410,,,0.31,363,,,1.08,410,25569.59,410,,,,,2.87,410
71687_20,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",20.0,22.0,5.00,mw,true,3067217.79,278,15951.34,318,0.83,318,31.80,318,487.72,318,1632.09,318,707.61,318,1.75,318,0,318,0.28,278,-1.55,318,1.10,318,80729.11,318,1.08,60,4.76,318,2.32,318
71687_20,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",20.0,22.0,5.00,mw,false,949811.94,783,3394.79,886,,,31.89,886,286.95,886,1891.40,886,658.00,886,2.07,886,,,0.29,783,,,1.04,886,22966.02,886,,,,,2.81,886
71687_20,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",20.0,22.0,2.20,slot,true,2356142.53,105,18198.22,122,1.00,122,34.76,122,472.91,122,1591.60,122,719.81,122,1.43,122,0,122,0.29,105,-1.41,122,1.11,122,92324.98,122,1,24,4.87,122,2.24,122
71687_20,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",20.0,22.0,2.20,slot,false,1360002.34,349,4784.25,406,,,30.09,406,304.71,406,1745.65,406,643.69,406,1.99,406,,,0.28,349,,,1.04,406,30932.24,406,,,,,2.74,406
71687_22,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",22.0,24.2,5.00,mw,true,1871147.30,266,12430.38,318,1.04,318,33.33,318,513.07,318,1694.46,318,733.67,318,1.59,318,0,318,0.28,266,-1.46,318,1.10,318,85585.44,318,1,55,4.86,318,2.33,318
71687_22,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",22.0,24.2,5.00,mw,false,1041534.67,741,3523.06,846,,,31.12,846,299.07,846,1861.04,846,651.89,846,2.06,846,,,0.29,741,,,1.05,846,21537.54,846,,,,,2.84,846
71687_22,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",22.0,24.2,2.20,slot,true,1981785.85,134,12017.24,157,0.87,157,27.07,157,523.63,157,1706.55,157,723.62,157,2.03,157,0,157,0.27,134,-1.26,157,1.09,157,92582.88,157,1,25,4.65,157,2.37,157
71687_22,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",22.0,24.2,2.20,slot,false,1094215.71,347,2636.21,380,,,32.86,380,278.87,380,1800.10,380,646.84,380,2.41,380,,,0.29,347,,,1.03,380,18103.18,380,,,,,2.77,380
71687_24,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",24.0,26.4,5.00,mw,true,1770767.06,251,11380.74,298,1.17,298,31.01,298,533.19,298,1690.08,298,735.78,298,1.65,298,0,298,0.27,251,-1.54,298,1.07,298,76185.26,298,1,47,4.84,298,2.31,298
71687_24,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",24.0,26.4,5.00,mw,false,852426.06,749,2005.83,848,,,32.69,848,290.01,848,1892.39,848,657.72,848,2.00,848,,,0.29,749,,,1.04,848,13155.72,848,,,,,2.83,848
71687_24,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",24.0,26.4,2.20,slot,true,986862.56,91,9798.47,113,1.61,113,37.06,113,544.10,113,1738.76,113,752.98,113,1.33,113,0,113,0.32,91,-1.75,113,1.09,113,62389.16,113,1,18,5.02,113,2.34,113
71687_24,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",24.0,26.4,2.20,slot,false,647854.38,301,2985.82,349,,,31.30,349,308.62,349,2019.29,349,678.91,349,1.65,349,,,0.31,301,,,1.06,349,17107.09,349,,,,,2.92,349
71687_26,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",26.0,28.6,5.00,mw,true,2349658.73,218,8119.01,261,0.92,261,31.30,261,527.70,261,1670.17,261,732.49,261,1.77,261,0,261,0.27,218,-1.54,261,1.07,261,49604.70,261,1,55,4.92,261,2.30,261
71687_26,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",26.0,28.6,5.00,mw,false,830637.97,799,1807.34,885,,,31.25,885,288.37,885,1911.24,885,677.86,885,2.01,885,,,0.29,799,,,1.04,885,12111.48,885,,,,,2.77,885
71687_26,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",26.0,28.6,2.20,slot,true,2605564.98,101,10630.12,115,0.89,115,30.93,115,533.67,115,1618.76,115,729.25,115,1.83,115,0,115,0.25,101,-1.37,115,1.04,115,60703.32,115,1,26,4.87,115,2.24,115
71687_26,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",26.0,28.6,2.20,slot,false,800821.30,359,949.21,402,,,30.37,402,292.07,402,1977.38,402,696.65,402,1.99,402,,,0.29,359,,,1.03,402,8918.23,402,,,,,2.79,402
71687_28,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",28.0,30.8,5.00,mw,true,3316473.58,222,12426.53,272,0.77,272,30.24,272,506.91,272,1715.25,272,753.50,272,1.65,272,0,272,0.27,222,-1.50,272,1.04,272,91368.53,272,1,58,4.89,272,2.30,272
71687_28,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",28.0,30.8,5.00,mw,false,987806.12,825,1750.31,902,,,30.10,902,250.50,902,2019.99,902,684.48,902,2.02,902,,,0.29,825,,,1.04,902,10462.13,902,,,,,2.87,902
71687_28,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",28.0,30.8,2.20,slot,true,4149650.80,100,12591.76,115,0.59,115,27.82,115,487.13,115,1722.34,115,740.63,115,1.63,115,0,115,0.27,100,-1.40,115,1.05,115,88798.20,115,1,26,4.84,115,2.34,115
71687_28,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",28.0,30.8,2.20,slot,false,1125823.59,383,2008.10,414,,,30.85,414,221.84,414,1922.89,414,662.90,414,2.22,414,,,0.28,383,,,1.03,414,10689.49,414,,,,,2.84,414
71687_30,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",30.0,33.0,5.00,mw,true,4901270.78,244,22786.19,293,0.69,293,32.17,293,542.57,293,1818.28,293,790.39,293,1.51,293,0,293,0.29,244,-1.27,293,1.05,293,169153.47,293,1,62,5.03,293,2.32,293
71687_30,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",30.0,33.0,5.00,mw,false,1200927.00,833,1970.71,916,,,29.10,916,219.57,916,2118.52,916,697.36,916,1.79,916,,,0.31,833,,,1.03,916,12265.40,916,,,,,2.94,916
71687_30,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",30.0,33.0,2.20,slot,true,4254028.12,126,13839.47,157,0.99,157,27.46,157,549.41,157,1844.86,157,800.62,157,1.39,157,0,157,0.28,126,-1.21,157,1.04,157,131428.39,157,1,29,5.01,157,2.32,157
71687_30,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",30.0,33.0,2.20,slot,false,1447547.35,362,2153.26,396,,,29.66,396,223.57,396,1971.41,396,658.14,396,1.74,396,,,0.30,362,,,1.04,396,13797.49,396,,,,,2.90,396
71687_32,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",32.0,35.2,5.00,mw,true,4009692.91,282,22697.64,338,0.71,338,34.63,338,545.77,338,1909.93,338,803.61,338,1.33,338,0,338,0.30,282,-1.21,338,1.07,338,161751.27,338,1.03,78,5.07,338,2.39,338
71687_32,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",32.0,35.2,5.00,mw,false,1066944.10,753,1742.86,835,,,28.58,835,230.72,835,2042.12,835,689.22,835,1.70,835,,,0.32,753,,,1.03,835,12218.26,835,,,,,2.90,835
71687_32,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",32.0,35.2,2.20,slot,true,4966322.43,103,42269.21,123,0.59,123,41.28,123,545.18,123,1960.72,123,820.78,123,1.33,123,0,123,0.32,103,-1.57,123,1.07,123,260253.52,123,1.06,35,5.17,123,2.40,123
71687_32,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",32.0,35.2,2.20,slot,false,799020.06,333,1508.71,381,,,29.89,381,225.36,381,2252.16,381,742.28,381,1.58,381,,,0.33,333,,,1.03,381,11181.65,381,,,,,2.96,381
71687_34,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",34.0,37.4,5.00,mw,true,2607241.21,269,18606.80,316,1.02,316,37.59,316,523.29,316,1956.14,316,805.62,316,1.36,316,0,316,0.30,269,-1.45,316,1.08,316,119230.11,316,1.04,67,4.91,316,2.45,316
71687_34,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",34.0,37.4,5.00,mw,false,744590.18,719,2206.87,788,,,28.71,788,276.18,788,2074.40,788,675.95,788,1.95,788,,,0.31,719,,,1.05,788,13779.15,788,,,,,3.03,788
71687_34,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",34.0,37.4,2.20,slot,true,1937835.13,126,8238.17,154,1.22,154,36.78,154,505.68,154,1936.78,154,790.40,154,1.31,154,0,154,0.30,126,-1.64,154,1.08,154,70421.67,154,1,28,4.86,154,2.45,154
71687_34,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",34.0,37.4,2.20,slot,false,538049.20,303,1134.30,332,,,25.84,332,279.67,332,1912.27,332,650.14,332,1.86,332,,,0.32,303,,,1.06,332,8565.80,332,,,,,2.92,332
71687_36,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",36.0,39.6,5.00,mw,true,2490235.87,238,14424.13,265,1.70,265,36.11,265,482.89,265,1876.08,265,795.85,265,1.54,265,0,265,0.30,238,-1.21,265,1.07,265,80295.20,265,1.12,42,4.65,265,2.38,265
71687_36,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",36.0,39.6,5.00,mw,false,764772.86,800,2197.03,879,,,27.74,879,261.28,879,2203.22,879,703.02,879,1.92,879,,,0.30,800,,,1.04,879,12959.37,879,,,,,3.10,879
71687_36,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",36.0,39.6,2.20,slot,true,2657580.49,102,15722.74,113,1.44,113,37.18,113,514.08,113,1911.43,113,815.01,113,1.70,113,0,113,0.29,102,-0.78,113,1.05,113,86839.94,113,1.14,22,4.54,113,2.40,113
71687_36,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",36.0,39.6,2.20,slot,false,981598.15,337,3534.33,371,,,30.26,371,282.22,371,2233.73,371,680.16,371,2.22,371,,,0.30,337,,,1.04,371,19255.98,371,,,,,3.27,371
71687_38,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",38.0,41.8,5.00,mw,true,3259872.10,269,21692.50,293,1.69,293,35.06,293,508.56,293,2007.82,293,816.56,293,1.74,293,0,293,0.28,269,-0.98,293,1.05,293,152193.16,293,1.08,73,4.57,293,2.48,293
71687_38,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",38.0,41.8,5.00,mw,false,825895.19,798,1409.38,876,,,27.21,876,253.13,876,2330.69,876,739.75,876,2.04,876,,,0.31,798,,,1.03,876,11722.72,876,,,,,3.12,876
71687_38,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",38.0,41.8,2.20,slot,true,2944373.62,104,12830.48,113,1.51,113,34.73,113,458.50,113,1841.54,113,773.16,113,1.86,113,0,113,0.29,104,-0.94,113,1.07,113,70314.82,113,1.10,20,4.61,113,2.40,113
71687_38,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",38.0,41.8,2.20,slot,false,650377.44,365,1145.99,397,,,27.42,397,244.79,397,2385.60,397,779.33,397,1.81,397,,,0.31,365,,,1.04,397,9848.15,397,,,,,3.01,397
71687_40,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",40.0,44.0,5.00,mw,true,4233221.34,245,38697.10,275,1.11,275,38.61,275,522.61,275,2128.78,275,835.92,275,1.51,275,0,275,0.28,245,-1.10,275,1.04,275,248550.18,275,1.01,97,4.85,275,2.58,275
71687_40,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",40.0,44.0,5.00,mw,false,1036449.15,826,1330.21,900,,,25.88,900,226.27,900,2208.61,900,719.18,900,1.85,900,,,0.31,826,,,1.04,900,11583.65,900,,,,,3.06,900
71687_40,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",40.0,44.0,2.20,slot,true,4699667.66,133,47504.31,147,1.58,147,33.60,147,563.41,147,2315.48,147,865.86,147,1.53,147,0,147,0.26,133,-1.16,147,1.05,147,343787.41,147,1.02,61,4.79,147,2.72,147
71687_40,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",40.0,44.0,2.20,slot,false,1159249.53,356,1416.74,386,,,23.26,386,217.81,386,2264.39,386,710.29,386,2.08,386,,,0.30,356,,,1.02,386,13143.63,386,,,,,3.19,386
71687_42,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",42.0,46.2,5.00,mw,true,6086099.70,216,53605.08,244,0.86,244,38.40,244,538.40,244,2211.33,244,859.05,244,1.51,244,0,244,0.30,216,-1.43,244,1.05,244,330302.80,244,1.04,84,4.97,244,2.64,244
71687_42,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",42.0,46.2,5.00,mw,false,1080111.70,842,1479.69,931,,,25.43,931,206.57,931,2275.78,931,725.40,931,1.77,931,,,0.30,842,,,1.04,931,15083.32,931,,,,,3.12,931
71687_42,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",42.0,46.2,2.20,slot,true,3606142.70,88,35780.67,98,0.35,98,44.02,98,512.05,98,1959.90,98,827.67,98,1.33,98,0,98,0.32,88,-1.66,98,1.03,98,169885.64,98,1,32,5.02,98,2.42,98
71687_42,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",42.0,46.2,2.20,slot,false,1034959.69,365,1173.70,406,,,27.12,406,227.05,406,2137.22,406,708.74,406,1.61,406,,,0.31,365,,,1.04,406,9175.96,406,,,,,3.00,406
71687_44,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",44.0,48.4,5.00,mw,true,5402105.01,157,43827.36,185,0.77,185,39.97,185,544.90,185,2356.76,185,908.52,185,1.93,185,0,185,0.32,157,-1.78,185,1.04,185,260259.26,185,1.04,51,4.65,185,2.63,185
71687_44,2862,34278,71687,"Or2013_0304_B_CF_07","5 uL inject; Std Prep","1.0",44.0,48.4,5.00,mw,false,1110928.73,860,1403.14,971,,,26.98,971,193.20,971,2482.06,971,765.00,971,1.90,971,,,0.34,860,,,1.05,971,17579.17,971,,,,,3.17,971
