row,id,name,desc,rt.pct,rt,width,slice,stat,val
54803_90,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,90.0,225.0,5.00,mw,apex,1.31756012947E9
54803_90,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,90.0,225.0,5.00,mw,annot,259.0
54803_90,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,90.0,225.0,5.00,slot,msms,337.0
54803_90,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,90.0,225.0,5.00,slot,apex,1.31756012947E9
54803_90,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,90.0,225.0,5.00,slot,annot,259.0
54803_92,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,92.0,230.0,5.00,mw,msms,384.0
54803_92,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,92.0,230.0,5.00,mw,apex,4.376303400200001E9
54803_92,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,92.0,230.0,5.00,mw,annot,283.0
54803_92,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,92.0,230.0,5.00,slot,msms,384.0
54803_92,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,92.0,230.0,5.00,slot,apex,4.376303400200001E9
54803_92,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,92.0,230.0,5.00,slot,annot,283.0
54803_94,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,94.0,235.0,5.00,mw,msms,147.0
54803_94,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,94.0,235.0,5.00,mw,apex,3.720087590989998E8
54803_94,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,94.0,235.0,5.00,mw,annot,48.0
54803_94,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,94.0,235.0,5.00,slot,msms,147.0
54803_94,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,94.0,235.0,5.00,slot,apex,3.720087590989998E8
54803_94,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,94.0,235.0,5.00,slot,annot,48.0
54803_96,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,96.0,240.0,5.00,mw,msms,6.0
54803_96,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,96.0,240.0,5.00,mw,apex,213787.39
54803_96,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,96.0,240.0,5.00,mw,annot,0.0
54803_96,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,96.0,240.0,5.00,slot,msms,6.0
54803_96,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,96.0,240.0,5.00,slot,apex,213787.39
54803_96,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,96.0,240.0,5.00,slot,annot,0.0
54803_98,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,98.0,245.0,5.00,mw,msms,0.0
54803_98,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,98.0,245.0,5.00,mw,apex,0.0
54803_98,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,98.0,245.0,5.00,mw,annot,0.0
54803_98,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,98.0,245.0,5.00,slot,msms,0.0
54803_98,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,98.0,245.0,5.00,slot,apex,0.0
54803_98,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,98.0,245.0,5.00,slot,annot,0.0
54803_100,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,100.0,250.0,5.00,mw,msms,0.0
54803_100,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,100.0,250.0,5.00,mw,apex,0.0
54803_100,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,100.0,250.0,5.00,mw,annot,0.0
54803_100,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,100.0,250.0,5.00,slot,msms,0.0
54803_100,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,100.0,250.0,5.00,slot,apex,0.0
54803_100,54803,20081129_Orbi6_NaNa_SA_FASP_blacktips_01,12,500 MCF7 cells, 7.5 ug total proteins,100.0,250.0,5.00,slot,annot,0.0
54808_0,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,0.0,0.0,5.00,mw,msms,4.0
54808_0,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,0.0,0.0,5.00,mw,apex,83672.05
54808_0,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,0.0,0.0,5.00,mw,annot,0.0
54808_0,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,0.0,0.0,5.00,slot,msms,4.0
54808_0,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,0.0,0.0,5.00,slot,apex,83672.05
54808_0,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,0.0,0.0,5.00,slot,annot,0.0
54808_2,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,2.0,5.0,5.00,mw,msms,17.0
54808_2,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,2.0,5.0,5.00,mw,apex,1.1828089610000001E7
54808_2,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,2.0,5.0,5.00,mw,annot,3.0
54808_2,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,2.0,5.0,5.00,slot,msms,17.0
54808_2,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,2.0,5.0,5.00,slot,apex,1.1828089610000001E7
54808_2,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,2.0,5.0,5.00,slot,annot,3.0
54808_4,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,4.0,10.0,5.00,mw,msms,38.0
54808_4,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,4.0,10.0,5.00,mw,apex,1.0463406174999997E8
54808_4,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,4.0,10.0,5.00,mw,annot,16.0
54808_4,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,4.0,10.0,5.00,slot,msms,38.0
54808_4,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,4.0,10.0,5.00,slot,apex,1.0463406174999997E8
54808_4,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,4.0,10.0,5.00,slot,annot,16.0
54808_6,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,6.0,15.0,5.00,mw,msms,388.0
54808_6,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,6.0,15.0,5.00,mw,apex,1.3606664990299997E9
54808_6,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,6.0,15.0,5.00,mw,annot,147.0
54808_6,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,6.0,15.0,5.00,slot,msms,388.0
54808_6,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,6.0,15.0,5.00,slot,apex,1.3606664990299997E9
54808_6,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,6.0,15.0,5.00,slot,annot,147.0
54808_8,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,8.0,20.0,5.00,mw,msms,239.0
54808_8,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,8.0,20.0,5.00,mw,apex,6.721535286299999E8
54808_8,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,8.0,20.0,5.00,mw,annot,96.0
54808_8,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,8.0,20.0,5.00,slot,msms,239.0
54808_8,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,8.0,20.0,5.00,slot,apex,6.721535286299999E8
54808_8,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,8.0,20.0,5.00,slot,annot,96.0
54808_10,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,10.0,25.0,5.00,mw,msms,193.0
54808_10,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,10.0,25.0,5.00,mw,apex,3.3258988718999976E8
54808_10,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,10.0,25.0,5.00,mw,annot,76.0
54808_10,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,10.0,25.0,5.00,slot,msms,193.0
54808_10,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,10.0,25.0,5.00,slot,apex,3.3258988718999976E8
54808_10,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,10.0,25.0,5.00,slot,annot,76.0
54808_12,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,12.0,30.0,5.00,mw,msms,365.0
54808_12,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,12.0,30.0,5.00,mw,apex,3.4983005959699993E9
54808_12,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,12.0,30.0,5.00,mw,annot,176.0
54808_12,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,12.0,30.0,5.00,slot,msms,365.0
54808_12,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,12.0,30.0,5.00,slot,apex,3.4983005959699993E9
54808_12,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,12.0,30.0,5.00,slot,annot,176.0
54808_14,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,14.0,35.0,5.00,mw,msms,418.0
54808_14,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,14.0,35.0,5.00,mw,apex,3.0665950732799993E9
54808_14,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,14.0,35.0,5.00,mw,annot,204.0
54808_14,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,14.0,35.0,5.00,slot,msms,418.0
54808_14,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,14.0,35.0,5.00,slot,apex,3.0665950732799993E9
54808_14,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,14.0,35.0,5.00,slot,annot,204.0
54808_16,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,16.0,40.0,5.00,mw,msms,374.0
54808_16,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,16.0,40.0,5.00,mw,apex,2.2008180006499996E9
54808_16,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,16.0,40.0,5.00,mw,annot,176.0
54808_16,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,16.0,40.0,5.00,slot,msms,374.0
54808_16,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,16.0,40.0,5.00,slot,apex,2.2008180006499996E9
54808_16,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,16.0,40.0,5.00,slot,annot,176.0
54808_18,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,18.0,45.0,5.00,mw,msms,318.0
54808_18,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,18.0,45.0,5.00,mw,apex,1.11697506476E9
54808_18,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,18.0,45.0,5.00,mw,annot,164.0
54808_18,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,18.0,45.0,5.00,slot,msms,318.0
54808_18,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,18.0,45.0,5.00,slot,apex,1.11697506476E9
54808_18,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,18.0,45.0,5.00,slot,annot,164.0
54808_20,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,20.0,50.0,5.00,mw,msms,320.0
54808_20,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,20.0,50.0,5.00,mw,apex,1.9644072033300002E9
54808_20,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,20.0,50.0,5.00,mw,annot,185.0
54808_20,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,20.0,50.0,5.00,slot,msms,320.0
54808_20,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,20.0,50.0,5.00,slot,apex,1.9644072033300002E9
54808_20,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,20.0,50.0,5.00,slot,annot,185.0
54808_22,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,22.0,55.0,5.00,mw,msms,340.0
54808_22,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,22.0,55.0,5.00,mw,apex,1.5187833293899999E9
54808_22,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,22.0,55.0,5.00,mw,annot,198.0
54808_22,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,22.0,55.0,5.00,slot,msms,340.0
54808_22,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,22.0,55.0,5.00,slot,apex,1.5187833293899999E9
54808_22,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,22.0,55.0,5.00,slot,annot,198.0
54808_24,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,24.0,60.0,5.00,mw,msms,334.0
54808_24,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,24.0,60.0,5.00,mw,apex,2.3293874837599993E9
54808_24,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,24.0,60.0,5.00,mw,annot,177.0
54808_24,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,24.0,60.0,5.00,slot,msms,334.0
54808_24,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,24.0,60.0,5.00,slot,apex,2.3293874837599993E9
54808_24,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,24.0,60.0,5.00,slot,annot,177.0
54808_26,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,26.0,65.0,5.00,mw,msms,356.0
54808_26,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,26.0,65.0,5.00,mw,apex,1.37691866031E9
54808_26,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,26.0,65.0,5.00,mw,annot,195.0
54808_26,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,26.0,65.0,5.00,slot,msms,356.0
54808_26,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,26.0,65.0,5.00,slot,apex,1.37691866031E9
54808_26,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,26.0,65.0,5.00,slot,annot,195.0
54808_28,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,28.0,70.0,5.00,mw,msms,334.0
54808_28,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,28.0,70.0,5.00,mw,apex,1.1415762753400004E9
54808_28,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,28.0,70.0,5.00,mw,annot,212.0
54808_28,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,28.0,70.0,5.00,slot,msms,334.0
54808_28,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,28.0,70.0,5.00,slot,apex,1.1415762753400004E9
54808_28,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,28.0,70.0,5.00,slot,annot,212.0
54808_30,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,30.0,75.0,5.00,mw,msms,344.0
54808_30,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,30.0,75.0,5.00,mw,apex,9.885707833699996E8
54808_30,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,30.0,75.0,5.00,mw,annot,217.0
54808_30,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,30.0,75.0,5.00,slot,msms,344.0
54808_30,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,30.0,75.0,5.00,slot,apex,9.885707833699996E8
54808_30,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,30.0,75.0,5.00,slot,annot,217.0
54808_32,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,32.0,80.0,5.00,mw,msms,323.0
54808_32,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,32.0,80.0,5.00,mw,apex,9.520554656999999E8
54808_32,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,32.0,80.0,5.00,mw,annot,173.0
54808_32,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,32.0,80.0,5.00,slot,msms,323.0
54808_32,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,32.0,80.0,5.00,slot,apex,9.520554656999999E8
54808_32,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,32.0,80.0,5.00,slot,annot,173.0
54808_34,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,34.0,85.0,5.00,mw,msms,345.0
54808_34,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,34.0,85.0,5.00,mw,apex,9.125745277100002E8
54808_34,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,34.0,85.0,5.00,mw,annot,201.0
54808_34,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,34.0,85.0,5.00,slot,msms,345.0
54808_34,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,34.0,85.0,5.00,slot,apex,9.125745277100002E8
54808_34,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,34.0,85.0,5.00,slot,annot,201.0
54808_36,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,36.0,90.0,5.00,mw,msms,292.0
54808_36,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,36.0,90.0,5.00,mw,apex,9.540492728000001E8
54808_36,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,36.0,90.0,5.00,mw,annot,175.0
54808_36,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,36.0,90.0,5.00,slot,msms,292.0
54808_36,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,36.0,90.0,5.00,slot,apex,9.540492728000001E8
54808_36,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,36.0,90.0,5.00,slot,annot,175.0
54808_38,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,38.0,95.0,5.00,mw,msms,318.0
54808_38,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,38.0,95.0,5.00,mw,apex,6.9648439769E8
54808_38,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,38.0,95.0,5.00,mw,annot,173.0
54808_38,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,38.0,95.0,5.00,slot,msms,318.0
54808_38,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,38.0,95.0,5.00,slot,apex,6.9648439769E8
54808_38,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,38.0,95.0,5.00,slot,annot,173.0
54808_40,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,40.0,100.0,5.00,mw,msms,324.0
54808_40,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,40.0,100.0,5.00,mw,apex,1.0406087534300005E9
54808_40,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,40.0,100.0,5.00,mw,annot,203.0
54808_40,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,40.0,100.0,5.00,slot,msms,324.0
54808_40,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,40.0,100.0,5.00,slot,apex,1.0406087534300005E9
54808_40,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,40.0,100.0,5.00,slot,annot,203.0
54808_42,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,42.0,105.0,5.00,mw,msms,281.0
54808_42,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,42.0,105.0,5.00,mw,apex,7.616346550200003E8
54808_42,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,42.0,105.0,5.00,mw,annot,143.0
54808_42,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,42.0,105.0,5.00,slot,msms,281.0
54808_42,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,42.0,105.0,5.00,slot,apex,7.616346550200003E8
54808_42,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,42.0,105.0,5.00,slot,annot,143.0
54808_44,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,44.0,110.0,5.00,mw,msms,274.0
54808_44,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,44.0,110.0,5.00,mw,apex,5.792357399399998E8
54808_44,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,44.0,110.0,5.00,mw,annot,157.0
54808_44,54808,20081129_Orbi6_NaNa_SA_FASP_blacktips_06,125 MCF7 cells, 75 ng total proteins,44.0,110.0,5.00,slot,msms,274.0
